facility_id,facility_name,program_type,facility_status,is_active_facility,zipcode,latitude,longitude,geo_missing_flag,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,under5_capacity_current,total_capacity
894909,Jewish Community Council of Greater Coney Island (Project Eagles),SACC,Registration,1,11224,40.574397,-73.992104,False,0,0,0,125,0,0,125
906907,Gan Atid Bronx LLC,GFDC,License,1,10462,40.856671,-73.861768,False,0,0,0,4,12,12,16
894396,J & M LEARNING TREE FAMILY DAY CARE INC.,GFDC,License,1,11421,40.688241,-73.857641,False,0,0,0,4,12,12,16
916686,"Li, Peng",GFDC,License,1,11355,40.757747,-73.82296,False,0,0,0,4,12,12,16
903660,New York Tutoring Center Inc,SACC,Registration,1,11355,40.759265,-73.819738,False,0,0,0,100,0,0,100
897896,Charming Inc,GFDC,License,1,11219,40.634321,-73.986699,False,0,0,0,4,12,12,16
902331,Bellerose Family Day Care Inc.,GFDC,License,1,11426,40.729315,-73.718799,False,0,0,0,4,12,12,16
900413,"Casado Ramirez, Yenry",GFDC,License,1,10039,40.827616,-73.938646,False,0,0,0,4,12,12,16
904073,"Tavarez, Cesar",GFDC,License,1,11208,40.68031,-73.885564,False,0,0,0,4,12,12,16
911483,"Magedoff, Dayna",GFDC,License,1,11417,40.67485,-73.854604,False,0,0,0,4,12,12,16
886492,CHUCHILIS INC.,GFDC,License,1,10456,40.833186,-73.916017,False,0,0,0,4,12,12,16
905666,"Mejia De Velasquez, Ynelda",GFDC,License,1,10452,40.834381,-73.925408,False,0,0,0,0,10,10,10
906277,NANY HAPPY DAYCARE INC.,GFDC,License,1,10462,40.855326,-73.865847,False,0,0,0,4,12,12,16
906376,"Del Rosario Cuevas, Elga",GFDC,License,1,10452,40.84247,-73.921852,False,0,0,0,0,12,12,12
915061,"Mateo, Babeida",GFDC,License,1,10027,40.814054,-73.957623,False,0,0,0,0,10,10,10
904015,Mini Minds Inc.,GFDC,License,1,11204,40.624794,-73.992245,False,0,0,0,4,12,12,16
893262,"Huellas de Amor Group Family Day Care, INC.",GFDC,License,1,11385,40.704744,-73.879987,False,0,0,0,4,12,12,16
909960,Phipps Neighborhoods INC,SACC,Registration,1,10457,40.846604,-73.889908,False,0,0,0,205,0,0,205
911976,"Velecela, Nancy",GFDC,License,1,11356,40.791161,-73.850001,False,0,0,0,4,12,12,16
910409,Somos Metamorphosis Child Care Inc.,GFDC,License,1,10033,40.85119,-73.938831,False,0,0,0,4,12,12,16
889794,"MAMAS GROUP DAYCARE, LLC",GFDC,License,1,10472,40.831928,-73.869554,False,0,0,0,0,12,12,12
901964,"Nolasco Badia, Thelma",GFDC,License,1,10032,40.842909,-73.940086,False,0,0,0,4,12,12,16
907140,"The Katmint Learning Initiative, Inc",SACC,Registration,1,11233,40.681812,-73.935556,False,0,0,0,150,0,0,150
903794,Jireh Global Solutions,GFDC,License,1,11434,40.683252,-73.764047,False,0,0,0,4,12,12,16
921705,"Romero Aguilar, Dayana",GFDC,License,1,10031,40.822891,-73.950628,False,0,0,0,0,12,12,12
903066,"Arana, Germania",GFDC,License,1,11415,40.704297,-73.823382,False,0,0,0,4,12,12,16
899706,"Kalendareva, Margarita",GFDC,License,1,11374,40.728112,-73.864246,False,0,0,0,4,12,12,16
900649,Sweet Footprints LLC,GFDC,License,1,10465,40.837744,-73.821977,False,0,0,0,4,12,12,16
890857,Blossom Daycare,GFDC,License,1,11234,40.623167,-73.918477,False,0,0,0,4,12,12,16
914929,"Sangare, Fatoumata",FDC,Registration,1,10457,40.842176,-73.897563,False,0,0,0,2,6,6,8
893199,LITTLE SOCIAL MINDS GROUP FAMILY DAY CARE LLC,GFDC,License,1,11105,40.771948,-73.902933,False,0,0,0,4,12,12,16
895796,Girasoles Family Daycare Inc,FDC,Registration,1,11377,40.753491,-73.910129,False,0,0,0,2,6,6,8
907718,Kiddie   Club 3506 Inc.,GFDC,License,1,11218,40.6434,-73.9862,False,0,0,0,4,12,12,16
910635,"Rosario, Stephanie",GFDC,License,1,10453,40.853214,-73.914319,False,0,0,0,4,12,12,16
909596,SAYSI FAMILY DAYCARE LLC,FDC,Registration,1,10466,40.888336,-73.863712,False,0,0,0,2,6,6,8
886211,Nicole Family Daycare Group Inc,GFDC,License,1,10468,40.862085,-73.902622,False,0,0,0,4,12,12,16
907481,JCC Brooklyn,SACC,Registration,1,11201,40.688949,-73.982256,False,0,0,0,132,0,0,132
900526,"Marte, Minerva",GFDC,License,1,10468,40.869272,-73.900475,False,0,0,0,2,12,12,14
891986,Loving Place Family Group Daycare Corp,GFDC,License,1,10457,40.856033,-73.900394,False,0,0,0,4,12,12,16
895205,MAKEITCOUNTCHILDCARE LLC,GFDC,License,1,10463,40.879216,-73.899395,False,0,0,0,0,10,10,10
891744,Magic Rainbow Garden Corp.,GFDC,License,1,10310,40.626441,-74.111544,False,0,0,0,0,12,12,12
893553,Roosevelt Island Operating Corporation,SACC,Registration,1,10044,40.760814,-73.950727,False,0,0,0,120,0,0,120
911449,Maspeth Town Hall @ PS 7 Academy,SACC,Registration,1,11373,40.736935,-73.88733,False,0,0,0,146,0,0,146
891094,"Gomez, Jhon",GFDC,License,1,10457,40.848719,-73.90271,False,0,0,0,4,12,12,16
896526,"Counseling in Schools, Inc",SACC,Registration,1,10472,40.832775,-73.86683,False,0,0,0,150,0,0,150
905904,Papayas Playhouse LLC,GFDC,License,1,11208,40.681478,-73.885861,False,0,0,0,4,12,12,16
892815,"Pichardo, Aleida",GFDC,License,1,11385,40.699818,-73.901852,False,0,0,0,4,12,12,16
893057,"Bogle Richards, Winsome",FDC,Registration,1,10466,40.892393,-73.849993,False,0,0,0,2,6,6,8
896676,JULUIS ABC PLAYGROUND CORP.,GFDC,License,1,10468,40.869152,-73.902893,False,0,0,0,0,10,10,10
893902,"Rodriguez, Maria",GFDC,License,1,10459,40.826229,-73.888506,False,0,0,0,4,12,12,16
891445,Little Stars Childcare Program III Corp.,SACC,Registration,1,10452,40.835052,-73.929273,False,0,0,0,42,0,0,42
886345,"Stroman, Oluyemisi",FDC,Registration,1,10473,40.819155,-73.850402,False,0,0,0,2,6,6,8
894629,"Pichardo De Almanzar, Maria",GFDC,License,1,11221,40.68815,-73.916587,False,0,0,0,4,12,12,16
900109,ABC LEARNING GROUP FAMILY DAYCARE CORPORATION,GFDC,License,1,10467,40.870161,-73.879784,False,0,0,0,4,12,12,16
883427,"Rodriguez, Naomy",GFDC,License,1,11373,40.747503,-73.879137,False,0,0,0,4,12,12,16
895155,2 Skip Hop And Jump Inc,GFDC,License,1,10457,40.848665,-73.888179,False,0,0,0,4,12,12,16
888487,Little Roars Corp.,GFDC,License,1,10459,40.820091,-73.901164,False,0,0,0,4,12,12,16
914796,"Rodriguez, Leydi",GFDC,License,1,10456,,,True,0,0,0,4,12,12,16
898253,MERRYGOCHILD INC.,GFDC,License,1,11204,40.620064,-73.978807,False,0,0,0,4,12,12,16
900839,Nurturing Hands A Home Away from Home,GFDC,License,1,11434,40.683107,-73.762475,False,0,0,0,4,12,12,16
891045,ABC ADVENTURE TIME GROUP FAMILY DAYCARE LLC.,GFDC,License,1,10458,40.866821,-73.885865,False,0,0,0,4,12,12,16
914206,SUNSHINE TOTS LEARNING DAYCARE CORP,GFDC,License,1,10458,40.867756,-73.885116,False,0,0,0,4,12,12,16
915231,GIA'S LEARNING CLUBHOUSE LLC,GFDC,License,1,10474,40.814649,-73.891165,False,0,0,0,0,12,12,12
886284,"Cortes, Luz",GFDC,License,1,11369,,,True,0,0,0,4,12,12,16
889518,"Ferreras Grullon, Liany",GFDC,License,1,10467,40.862048,-73.870322,False,0,0,0,0,12,12,12
919032,Kisses & Smiles LLC,GFDC,License,1,11106,40.762813,-73.921538,False,0,0,0,4,12,12,16
909811,Sherris' Little Leaders LLC,GFDC,License,1,11413,40.678444,-73.740419,False,0,0,0,4,12,12,16
916256,"Nunez De De La Cruz, Yamel",GFDC,License,1,10458,40.857839,-73.898629,False,0,0,0,0,10,10,10
886956,ALPHABET KIDS PLAYHOUSE INC.,FDC,Registration,1,10469,40.858429,-73.862584,False,0,0,0,2,6,6,8
901527,Lluvias Del Saber Day Care Inc,GFDC,License,1,11207,40.665245,-73.88763,False,0,0,0,4,12,12,16
899583,Aleah's Little Stars Daycare 2 Inc.,GFDC,License,1,10466,40.889915,-73.852749,False,0,0,0,4,12,12,16
884486,"Queens Community House, Inc.",SACC,Registration,1,11374,40.72814,-73.863265,False,0,0,0,81,0,0,81
903522,"Jawara, Aminata",FDC,Registration,1,10456,40.834905,-73.915712,False,0,0,0,2,6,6,8
914397,MOTHER GOOSE FAMILY DAYCARE LLC,GFDC,License,1,10465,40.8286,-73.824564,False,0,0,0,0,12,12,12
907303,Footprints Child Care (Where the Journey Begins),GFDC,License,1,11420,40.672067,-73.810528,False,0,0,0,4,12,12,16
883386,"Sanchez Thomas, Cynthia",GFDC,License,1,10460,40.836737,-73.886871,False,0,0,0,4,12,12,16
918616,"BUILDING AND GROWING, LLC",SACC,Registration,1,11413,40.686119,-73.75724,False,0,0,0,28,0,0,28
895448,BEST PREP,SACC,Registration,1,11357,40.783706,-73.795026,False,0,0,0,305,0,0,305
903260,"Tejada, Cheryl",GFDC,License,1,10467,40.874451,-73.87746,False,0,0,0,0,12,12,12
920458,LITTLE ONES 141844 INC.,GFDC,License,1,11219,,,True,0,0,0,4,12,12,16
917976,Kids Galaxy Daycare LLC,GFDC,License,1,10456,40.832846,-73.917861,False,0,0,0,2,12,12,14
898978,Tangled Group Family Daycare,GFDC,License,1,10452,40.843429,-73.91439,False,0,0,0,4,12,12,16
917944,Urban strategies Group Family Day care,GFDC,License,1,11236,40.645137,-73.890835,False,0,0,0,4,12,12,16
883991,"Arzeno, Anny",FDC,Registration,1,11417,40.679905,-73.834765,False,0,0,0,2,6,6,8
897340,"Roque De Perez, Cintia",GFDC,License,1,10466,40.891086,-73.86189,False,0,0,0,0,12,12,12
917782,"Pinckney Jr, Verdell",GFDC,License,1,10462,40.834869,-73.862076,False,0,0,0,4,12,12,16
916405,"Shimunova, Irina",GFDC,License,1,11432,40.718044,-73.790595,False,0,0,0,4,12,12,16
885346,"Martinez, Rafael",GFDC,License,1,10456,40.830472,-73.902734,False,0,0,0,4,12,12,16
891310,APPLE OF MY EYES,GFDC,License,1,10472,40.830087,-73.86868,False,0,0,0,4,12,12,16
887454,YINDELY GROUP FAMILY DAYCARE LLC,GFDC,License,1,10470,40.900713,-73.855124,False,0,0,0,2,12,12,14
917698,Tots Magical Clubhouse LLC,GFDC,License,1,10455,40.812052,-73.905235,False,0,0,0,2,8,8,10
899486,"Deleon Pena, Clarissa",GFDC,License,1,10451,40.824398,-73.925926,False,0,0,0,0,12,12,12
922872,"Carty, Sashalee",GFDC,License,1,11428,40.726687,-73.738253,False,0,0,0,4,12,12,16
885054,"Beaumont, Elizabeth",GFDC,License,1,11203,40.654836,-73.923151,False,0,0,0,4,12,12,16
902381,Abi-Peace Day Care,GFDC,License,1,10301,40.63721,-74.085537,False,0,0,0,4,12,12,16
888860,Melodys Group Family Daycare Inc,GFDC,License,1,10459,40.825848,-73.889306,False,0,0,0,0,12,12,12
907632,"George Del Jesus, Yesseida",GFDC,License,1,10452,40.842319,-73.912583,False,0,0,0,4,12,12,16
908201,Dahiana Family Group Daycare Corp.,GFDC,License,1,10472,40.827371,-73.875295,False,0,0,0,4,12,12,16
902805,HAPPY SPACE DAYCARE CORP.,GFDC,License,1,10467,40.864653,-73.868519,False,0,0,0,4,12,12,16
915460,Freilich Tots,GFDC,License,1,11249,,,True,0,0,0,4,12,12,16
909168,Kids in the Game LLC,SACC,Registration,1,10453,40.857741,-73.904076,False,0,0,0,38,0,0,38
891623,"Polanco, Lewis",GFDC,License,1,10468,40.874146,-73.901907,False,0,0,0,2,12,12,14
891356,SMART LITTLE ONES INC.,GFDC,License,1,10463,40.877937,-73.906509,False,0,0,0,0,12,12,12
898967,My Favorite Family Group Daycare Corp,GFDC,License,1,10452,40.834496,-73.919661,False,0,0,0,4,12,12,16
912370,JOSEPH THOMAS ECE CONSULTING LLC,GFDC,License,1,11234,40.634418,-73.927801,False,0,0,0,4,12,12,16
887023,"Jimenez-Almanzar, Yeraldina",GFDC,License,1,10451,40.824433,-73.911875,False,0,0,0,4,12,12,16
918364,"Rojas Olivo, Eduardo",GFDC,License,1,10466,40.8967,-73.845294,False,0,0,0,0,12,12,12
916027,"Torres, Yanelvi",GFDC,License,1,10468,40.859942,-73.907261,False,0,0,0,4,12,12,16
920848,"Cruz, Nicole",GFDC,License,1,10463,40.881008,-73.905222,False,0,0,0,4,12,12,16
915155,"Fernandez, Yrina",GFDC,License,1,10304,40.619066,-74.08431,False,0,0,0,4,12,12,16
918787,"Konate, Mariam",GFDC,License,1,10002,40.712583,-73.986488,False,0,0,0,2,8,8,10
921798,Ohr Bunim Inc.,GFDC,License,1,11219,40.629511,-73.994038,False,0,0,0,4,12,12,16
913027,Haus of Performing Arts Corp,SACC,Registration,1,10451,40.81486,-73.920984,False,0,0,0,69,0,0,69
902655,New York Junior Tennis League,SACC,Registration,1,10459,40.8223,-73.88923,False,0,0,0,240,0,0,240
896016,Growing Minds,GFDC,License,1,11361,40.76533,-73.786216,False,0,0,0,4,12,12,16
900228,"De Jesus, Maxima",GFDC,License,1,10460,40.838361,-73.866645,False,0,0,0,0,12,12,12
897728,Community Counseling & Mediation,SACC,Registration,1,11203,40.64816,-73.946123,False,0,0,0,172,0,0,172
905348,Kiddieland 5701 Corp,GFDC,License,1,11219,40.627689,-73.992347,False,0,0,0,4,12,12,16
909819,"Hernandez Beato, Felix",GFDC,License,1,10040,40.864671,-73.92692,False,0,0,0,0,9,9,9
887810,"Rojas De Batista, Nilsa",GFDC,License,1,10462,40.850589,-73.862225,False,0,0,0,4,12,12,16
891690,"Perez De Cuevas, Juana",GFDC,License,1,10467,40.875607,-73.876257,False,0,0,0,4,12,12,16
905109,Little Divine Daycare Corp,GFDC,License,1,10468,40.860321,-73.900722,False,0,0,0,0,10,10,10
921631,OUR LITTLE ANGELS DAYCARE,GFDC,License,1,10452,40.840366,-73.920554,False,0,0,0,2,12,12,14
894470,Flourishing Minds Daycare Inc.,GFDC,License,1,11207,40.665598,-73.883112,False,0,0,0,4,12,12,16
901657,DJENEBA SYLLA DAY CARE LLC,GFDC,License,1,10459,40.827921,-73.898859,False,0,0,0,0,10,10,10
905133,KDC 42 INC,GFDC,License,1,11219,40.636684,-73.989119,False,0,0,0,4,12,12,16
895044,"Diazmarchena, Marleny",GFDC,License,1,10453,40.847394,-73.910197,False,0,0,0,0,12,12,12
893390,MS. MAYELIN EARLY LEARNING GROUP FAMILY DAYCARE CORP.,GFDC,License,1,10456,40.834597,-73.91718,False,0,0,0,2,12,12,14
892906,MISTY BELLA NIGHT AND DAYCARE,GFDC,License,1,11369,40.767266,-73.870496,False,0,0,0,4,12,12,16
906554,"Duran De Nunez, Maria",GFDC,License,1,10462,40.840573,-73.864416,False,0,0,0,4,12,12,16
905491,"Tejada Garcia, Patricia",GFDC,License,1,10455,40.830155,-73.901814,False,0,0,0,2,12,12,14
890310,"Figueroa Mojica, Yaneliz",GFDC,License,1,10466,40.890344,-73.832845,False,0,0,0,4,12,12,16
914815,Small Blessings Family Group Daycare,GFDC,License,1,10452,40.830487,-73.92979,False,0,0,0,4,12,12,16
906752,"Live Laugh & Grow, Inc.",GFDC,License,1,11203,40.645601,-73.943452,False,0,0,0,0,10,10,10
889400,Rosalina Mieses Hilario,GFDC,License,1,10453,40.846232,-73.924006,False,0,0,0,4,12,12,16
894850,"Torres Pena, Charlie",GFDC,License,1,10468,40.860876,-73.901416,False,0,0,0,0,12,12,12
908394,"Henriquez, Nelsy",GFDC,License,1,11434,40.670927,-73.778429,False,0,0,0,4,12,12,16
911533,"Correa Palomino, Valentina",GFDC,License,1,11434,40.685794,-73.787395,False,0,0,0,4,12,12,16
899698,Let's Learn With MS E LLC,GFDC,License,1,10465,40.843564,-73.819397,False,0,0,0,4,12,12,16
896975,"Spencer, Roberta",GFDC,License,1,10466,40.889165,-73.856131,False,0,0,0,2,12,12,14
905646,"De La Cruz Garcia, Lucrecia",GFDC,License,1,10467,40.861475,-73.868306,False,0,0,0,4,12,12,16
924565,"Gonzalez, Zaida",GFDC,License,1,11356,40.785055,-73.84842,False,0,0,0,4,12,12,16
904213,"Maria Cavallo, Laura",FDC,Registration,1,10458,40.868511,-73.88852,False,0,0,0,2,6,6,8
895932,Little Dreamers Day Care,GFDC,License,1,10472,40.826116,-73.875862,False,0,0,0,0,12,12,12
889725,"Ramos De Aza, Berenissa",GFDC,License,1,10463,40.880293,-73.904535,False,0,0,0,0,12,12,12
887217,"Kips Bay Boys and Girls Club, Inc",SACC,Registration,1,10458,40.850894,-73.887101,False,0,0,0,178,0,0,178
914873,"Donohue, John",GFDC,License,1,10472,40.825071,-73.880976,False,0,0,0,4,12,12,16
892459,Glesy Daycare Corp,GFDC,License,1,10451,40.825321,-73.918298,False,0,0,0,2,10,10,12
922318,Wonderful kids Child Daycare 2,GFDC,License,1,11207,40.670659,-73.891482,False,0,0,0,4,12,12,16
911762,Level 2 DC LLC,GFDC,License,1,11219,,,True,0,0,0,4,12,12,16
885296,"Ortiz Guerrero, Denia Maria",GFDC,License,1,10033,40.852352,-73.937564,False,0,0,0,4,12,12,16
893766,MY LITTLE LIVES GROUP FAMILY DAYCARE LLC.,GFDC,License,1,10458,40.86845,-73.885386,False,0,0,0,4,12,12,16
896688,The Little Angels Of God Corp,GFDC,License,1,10454,40.806039,-73.913167,False,0,0,0,4,12,12,16
896577,"Talented Daycare, Inc",GFDC,License,1,10467,40.873358,-73.869439,False,0,0,0,4,12,12,16
920394,"Sosa Aracena, Manuel",GFDC,License,1,10459,40.831423,-73.89207,False,0,0,0,0,12,12,12
906301,"Pinckney, Maryann",GFDC,License,1,10039,40.826695,-73.937021,False,0,0,0,0,10,10,10
889556,"Miller-Wellington, Patricia",GFDC,License,1,11691,40.603106,-73.752092,False,0,0,0,4,12,12,16
908453,NIA Community Services Network,SACC,Registration,1,11694,40.577157,-73.854393,False,0,0,0,124,0,0,124
902973,"Martinez, Angelique",GFDC,License,1,10458,40.870156,-73.889022,False,0,0,0,4,12,12,16
891583,"Rooney, Rehana",GFDC,License,1,11423,40.711133,-73.760481,False,0,0,0,4,12,12,16
920569,"Vasquez Reyes, Zulenmi",GFDC,License,1,10469,40.867416,-73.851279,False,0,0,0,4,12,12,16
917511,Edgemere Community Development Corporation,SACC,Registration,1,11691,40.595074,-73.773976,False,0,0,0,26,0,0,26
915823,HAPPY FEET CHILD CARE SERVICES CORP.,GFDC,License,1,10457,40.844611,-73.911004,False,0,0,0,4,12,12,16
886069,Nani’s Angels Daycare LLC,GFDC,License,1,11355,40.745043,-73.819182,False,0,0,0,4,12,12,16
907086,"Mosholu Montefiore Community Center, Inc.",SACC,Registration,1,10460,40.831208,-73.886724,False,0,0,0,250,0,0,250
889155,Esther Family Daycare,GFDC,License,1,10473,40.824899,-73.861186,False,0,0,0,0,12,12,12
912076,Happy Feet Day Care BK LLC,GFDC,License,1,11209,40.631894,-74.030728,False,0,0,0,4,12,12,16
892779,"Hattenberger, Genevieve",GFDC,License,1,11225,40.660242,-73.946834,False,0,0,0,4,12,12,16
902687,Growing Grace Family Daycare Inc,GFDC,License,1,11224,40.578988,-74.000537,False,0,0,0,4,12,12,16
901340,"Torres, Rafaela",GFDC,License,1,10466,40.887115,-73.864359,False,0,0,0,4,12,12,16
913333,"Babekova, Eleonora",GFDC,License,1,11365,40.732249,-73.799694,False,0,0,0,4,12,12,16
896377,"Diez, Vianka",GFDC,License,1,10461,40.841401,-73.846158,False,0,0,0,0,12,12,12
906855,"Perez Jimenez, Karina",GFDC,License,1,10032,40.843956,-73.937864,False,0,0,0,4,12,12,16
896878,"Davydova, Lidiya",GFDC,License,1,11367,40.730498,-73.822464,False,0,0,0,4,12,12,16
914264,"Slimani, Najwa",GFDC,License,1,11217,40.677847,-73.980428,False,0,0,0,4,12,12,16
909415,ROSA'S DAYCARE,GFDC,License,1,10467,40.881131,-73.877586,False,0,0,0,2,12,12,14
919151,MUSIC TOGETHER INC.,GFDC,License,1,11218,40.638378,-73.982263,False,0,0,0,4,12,12,16
893250,BLOSSOMS CHILD CARE,GFDC,License,1,11219,40.631964,-73.986757,False,0,0,0,4,12,12,16
893794,"Peguero, Marcelli",GFDC,License,1,10039,40.831233,-73.937458,False,0,0,0,0,10,10,10
917083,"Pacheco Alvarez, Gina",GFDC,License,1,11418,40.692476,-73.840888,False,0,0,0,4,12,12,16
889891,Community Counseling and Mediation Services,SACC,Registration,1,10460,40.84076,-73.882315,False,0,0,0,250,0,0,250
892507,"De La Cruz, Sandra",GFDC,License,1,10470,40.903737,-73.847055,False,0,0,0,4,12,12,16
886811,"TT DAYCARE, INC.",GFDC,License,1,11215,40.663133,-73.990053,False,0,0,0,4,12,12,16
910848,NIA Community Services Network @ PS 30,SACC,Registration,1,11209,40.633506,-74.023068,False,0,0,0,66,0,0,66
898237,Little DayDreamers 2 Corporation,GFDC,License,1,11220,40.641952,-74.011413,False,0,0,0,0,12,12,12
899361,"Taveras, Pura",GFDC,License,1,10467,40.87685,-73.874832,False,0,0,0,4,12,12,16
910855,"Diaz Batista, Leonidas",GFDC,License,1,10472,40.833117,-73.880551,False,0,0,0,4,12,12,16
897352,Starlight Sunshine,FDC,Registration,1,10451,40.825171,-73.916052,False,0,0,0,2,6,6,8
921162,"Lantigua, Claribel",GFDC,License,1,10453,40.855735,-73.907609,False,0,0,0,4,12,12,16
902004,HONEY PLANET DAYCARE LLC,GFDC,License,1,10459,40.830697,-73.889428,False,0,0,0,4,12,12,16
883553,Prestige Kids LLC,GFDC,License,1,11203,40.652094,-73.937979,False,0,0,0,4,12,12,16
900457,LITTLE JAXS DAYCARE CORP,GFDC,License,1,10452,40.843999,-73.912996,False,0,0,0,4,12,12,16
912902,AUNTIE M'S DAY CARE LLC,GFDC,License,1,10463,40.876618,-73.909795,False,0,0,0,4,12,12,16
884786,Ean's Dream Daycare LLC,GFDC,License,1,10044,40.764665,-73.948456,False,0,0,0,4,12,12,16
915750,Little Bright Ones Daycare Corp,GFDC,License,1,10463,40.878349,-73.90668,False,0,0,0,0,12,12,12
888459,"Ferrera, Karen",FDC,Registration,1,10459,40.82159,-73.900636,False,0,0,0,0,6,6,6
884515,MAMA Angel's Kidz Klub LLC,GFDC,License,1,10458,40.867741,-73.88177,False,0,0,0,2,12,12,14
891499,"Delacruz Rodriguez, Nelfy",FDC,Registration,1,10455,40.813127,-73.907287,False,0,0,0,2,6,6,8
900902,Little Liz 1 Group Family Daycare Inc,GFDC,License,1,10456,40.838405,-73.913594,False,0,0,0,4,12,12,16
890632,"Lombert Duran, Hector",GFDC,License,1,10034,40.867303,-73.924763,False,0,0,0,4,12,12,16
906034,Iniminnie Corp,GFDC,License,1,11206,40.695817,-73.94417,False,0,0,0,4,12,12,16
916936,"Greenidge, Ornessa",GFDC,License,1,11434,40.664883,-73.771518,False,0,0,0,4,12,12,16
914605,KC & KW LLC,GFDC,License,1,11363,40.77379,-73.741468,False,0,0,0,4,12,12,16
915443,"Lyons, Nicole",GFDC,License,1,10453,40.855351,-73.913736,False,0,0,0,4,12,12,16
914763,"Lewis, Maurisha",GFDC,License,1,11207,40.673653,-73.891861,False,0,0,0,4,12,12,16
884096,"Morsy, Mona",GFDC,License,1,10303,40.635039,-74.153783,False,0,0,0,4,12,12,16
887334,"Oh-Whitesell, Victoria",GFDC,License,1,11215,40.668085,-73.986122,False,0,0,0,4,12,12,16
907934,RIQUELMY'S DAYCARE INC,GFDC,License,1,10031,40.822874,-73.954144,False,0,0,0,4,12,12,16
896379,Friendly Daycare Corp,GFDC,License,1,10453,40.848086,-73.910065,False,0,0,0,4,12,12,16
894473,"Calvo, Rafaelina",GFDC,License,1,10456,40.820565,-73.905857,False,0,0,0,0,12,12,12
916049,"Arias, Joel",GFDC,License,1,10452,40.841858,-73.915511,False,0,0,0,2,12,12,14
887469,Scholars By Neris,SACC,Registration,1,11368,40.7478,-73.868437,False,0,0,0,37,0,0,37
896696,Hope Sunshine Daycare Incorporated,GFDC,License,1,10310,40.634149,-74.109946,False,0,0,0,4,12,12,16
884266,ESTER SWEETHEART DAY CARE CENTER LLC.,SACC,Registration,1,10458,40.857581,-73.897022,False,0,0,0,29,0,0,29
902757,"Mendez, Anel",GFDC,License,1,11207,40.677055,-73.892231,False,0,0,0,4,12,12,16
919609,THE CHILDREN'S AID SOCIETY,SACC,Registration,1,10460,40.833288,-73.884749,False,0,0,0,125,0,0,125
909160,"Sanchez, Stephanie",GFDC,License,1,11691,40.59449,-73.776044,False,0,0,0,4,12,12,16
915511,SMILY FACES INC.,GFDC,License,1,10314,40.600379,-74.132393,False,0,0,0,0,12,12,12
900718,Lil' Precious Playmates Day Care Inc,GFDC,License,1,10473,40.808982,-73.854361,False,0,0,0,4,12,12,16
885002,Wonderful Times Daycare,GFDC,License,1,10458,40.861205,-73.896502,False,0,0,0,0,12,12,12
887973,"Silverio, Genesis",GFDC,License,1,10472,40.835437,-73.871231,False,0,0,0,4,12,12,16
889304,Playland Daycare Corp.,GFDC,License,1,10463,40.873107,-73.902905,False,0,0,0,4,12,12,16
922373,"Peralta, Madelin",GFDC,License,1,11414,40.659025,-73.83328,False,0,0,0,4,12,12,16
889450,"Mackey-Jean, Jessica",GFDC,License,1,11221,40.694695,-73.922608,False,0,0,0,4,12,12,16
893327,MY MOTHER'S DAYCARE LLC,GFDC,License,1,11418,40.705257,-73.821083,False,0,0,0,4,12,12,16
897350,"Claremont Neighborhood Centers, Inc.",SACC,Registration,1,10451,40.821641,-73.917,False,0,0,0,140,0,0,140
906424,Alice Little Hearts Inc,GFDC,License,1,10453,40.846232,-73.924006,False,0,0,0,4,12,12,16
907879,"Valdez, Jazmin",FDC,Registration,1,10453,40.85984,-73.907353,False,0,0,0,2,6,6,8
897221,Italian American Civil Rights Leaguenyc,SACC,Registration,1,11212,40.660341,-73.907249,False,0,0,0,66,0,0,66
903720,Growing Hearts GFDC Corp,GFDC,License,1,10456,40.826702,-73.908849,False,0,0,0,0,12,12,12
899295,"Tirado-Carrion, Juzenia",GFDC,License,1,10454,40.808621,-73.910362,False,0,0,0,4,12,12,16
909888,"Sanchez, Francisco",GFDC,License,1,10466,40.896775,-73.858983,False,0,0,0,4,12,12,16
901214,"Abreu De Gutierrez, Rosanna",GFDC,License,1,10468,40.859942,-73.907261,False,0,0,0,0,10,10,10
919966,"Benjamin, Vanessa",FDC,Registration,1,11106,40.763594,-73.935968,False,0,0,0,2,6,6,8
895105,NOVYN GROUP FAMILY DAY CARE INC.,GFDC,License,1,10468,40.871396,-73.891172,False,0,0,0,4,12,12,16
903562,"Ortiz De Cabral, Yamilka",GFDC,License,1,10032,40.843956,-73.937864,False,0,0,0,4,12,12,16
892747,SOARING EAGLES DAYCARE LLC,GFDC,License,1,11225,40.662596,-73.949104,False,0,0,0,4,12,12,16
895024,Little Sun People,SACC,Registration,1,11238,40.688412,-73.960093,False,0,0,0,66,0,0,66
888388,"Del Villar Santiago, Priscila",GFDC,License,1,10452,40.841441,-73.91445,False,0,0,0,0,10,10,10
904017,Commonpoint Queens,SACC,Registration,1,11435,40.695133,-73.80693,False,0,0,0,317,0,0,317
902166,"Little Thinkers Journey to Success, Inc.",GFDC,License,1,11426,40.726167,-73.731206,False,0,0,0,4,12,12,16
914315,L and K Laugh and Play CORP,GFDC,License,1,10458,40.854601,-73.882385,False,0,0,0,4,12,12,16
908078,cuddlesome inc,GFDC,License,1,11219,,,True,0,0,0,4,12,12,16
