facility_id_1,facility_id_2,zipcode,distance_miles
730542,909308,11102,0.040406582044649385
673310,841650,10467,0.04290980834779578
571641,709908,10039,0.05835211361518849
571641,66789,10039,0.036431330817687554
759571,782903,10460,0.029940697399165207
549682,561137,10452,0.054283668905311354
549682,667842,10452,0.0
549682,72579,10452,0.03813069445718203
549682,773169,10452,0.054283668905311354
549682,58733,10452,0.023448207939126994
330170,909596,10466,0.045640294680985356
330170,901340,10466,0.049476690917653526
330170,916466,10466,0.03563339470375162
206177,512939,11366,0.055973049478067666
138094,629294,10452,0.05293221502141339
138094,534680,10452,0.014566396829280898
138094,769035,10452,0.05293221502141339
138094,217511,10452,0.05533510493801735
138094,215236,10452,0.0
138094,877737,10452,0.05293221502141339
138094,252756,10452,0.014566396829280898
138094,375599,10452,0.014566396829280898
138094,673051,10452,0.05533510493801735
138094,141670,10452,0.0
138094,799638,10452,0.01362777094446752
138094,821523,10452,0.014566396829280898
138094,894194,10452,0.05293221502141339
138094,889546,10452,0.05533510493801735
607806,629558,10461,0.0373697749170825
607806,673127,10461,0.0373697749170825
72812,854614,10304,0.0
849142,905035,10034,0.022342248408036905
822928,824851,10033,0.055791935546656825
822928,856477,10033,0.023479573135028218
429815,649507,10032,0.05342325300031471
429815,760212,10032,0.05342325300031471
429815,892668,10032,0.025891691297886203
643534,899186,10451,0.0
643534,919175,10451,0.009611131652322328
768444,901657,10459,0.04009393625689042
768444,911342,10459,0.037592124917891385
687974,831633,10468,0.0
687974,913882,10468,0.04648358867735713
809208,921289,11218,0.04955481626888423
568206,846657,10030,0.0
568206,789926,10030,0.03530333933173798
568206,796576,10030,0.0
834862,911006,11220,0.05172080568938072
834862,892281,11220,0.051706516503826044
599823,820056,11692,0.0
822221,889324,10468,0.03474458576920065
822221,887746,10468,0.032368871888514
815337,904028,10467,0.0
452433,884907,10304,0.0
452433,921212,10304,0.03619417553027221
72298,779237,10457,0.059742523417248034
72298,874053,10457,0.018838340992252983
72298,815123,10457,0.008151224282237045
72298,762454,10457,0.059742523417248034
72298,879183,10457,0.008151224282237045
72298,902612,10457,0.018838340992252983
445362,824512,10456,0.04369627755298076
445362,780922,10456,0.0421736995603539
445362,656912,10456,0.05701021318470369
445362,559257,10456,0.04369627755298076
445362,912939,10456,0.052585387501050435
396566,734382,10026,0.0
396566,441669,10026,0.038322492414767366
396566,915847,10026,0.0
573931,618040,11220,0.0046359600520135755
592074,889450,11221,0.020686313139541782
840986,885179,11207,0.04652916451633321
531889,565448,11215,0.03090775792886867
531889,730833,11215,0.03128673563686574
531889,857157,11215,0.030702041027646503
662795,915088,10454,0.03552912953224573
662795,915086,10454,0.03552912953224573
619312,880366,10033,0.04589977177180494
619312,675299,10033,0.0322532850510396
619312,741672,10033,0.05869792459381177
619312,799005,10033,0.05869792459381177
619312,829521,10033,0.05869792459381177
619312,840494,10033,0.05869792459381177
619312,907739,10033,0.04589977177180494
619312,904346,10033,0.05869792459381177
816768,914331,10031,0.054310455103403966
521305,798128,10458,0.04274113636977672
521305,741670,10458,0.04562188379242464
521305,740575,10458,0.03313026788758609
521305,675854,10458,0.04562188379242464
429545,877562,10453,0.04725667848926602
429545,761005,10453,0.04725667848926602
429545,733353,10453,0.0
429545,670794,10453,0.04725667848926602
429545,899528,10453,0.04725667848926602
429545,883389,10453,0.04725667848926602
807940,814150,11212,0.05185970009204927
871698,875388,10457,0.002542130229906515
871698,875702,10457,0.002542130229906515
319464,913366,11377,0.0
853552,903587,11416,0.018363343985578456
792761,895790,10462,0.056107286275380544
792761,910943,10462,0.04422085257455017
792761,914468,10462,0.04186306098604249
792761,894974,10462,0.04445702734636788
792761,897625,10462,0.0
269474,709653,11420,0.02366530232106581
269474,895185,11420,0.0
354989,882300,11207,0.058066688574992704
354989,73223,11207,0.022316283828386314
354989,900283,11207,0.058066688574992704
473178,894725,11433,0.05941962427872915
735524,812070,10462,0.0
815006,886562,10459,0.017150255934442308
232025,479325,11691,0.02989215388147802
232025,853136,11691,0.021837617453429672
241075,485412,11435,0.0
795601,905404,10033,0.03693884907143208
795601,915434,10033,0.05890357163904535
875949,921405,10034,0.051853529484395644
628317,674129,11218,0.0
734382,915847,10026,0.0
487178,519808,10459,0.026747882272210973
487178,717959,10459,0.025043165051750024
